filename,target_color,cursor_x,cursor_y,target_x,target_y,dx,dy,distance
sample_00039.png,red,54,292,483,102,429,-190,469.19185841188676
sample_00040.png,red,107,21,176,237,69,216,226.75316976836288
sample_00041.png,red,562,203,274,130,-288,-73,297.1077245714086
sample_00042.png,red,495,103,411,120,-84,17,85.70297544426332
sample_00043.png,red,31,133,373,156,342,23,342.7725193185708
sample_00044.png,red,279,307,317,158,38,-149,153.7693077307692
sample_00045.png,red,262,270,157,177,-105,-93,140.2640367307315
sample_00046.png,red,233,304,411,268,178,-36,181.60396471443016
sample_00047.png,red,479,62,199,88,-280,26,281.2045518834999
sample_00048.png,red,568,192,444,252,-124,60,137.7534028617805
sample_00049.png,red,254,133,393,136,139,3,139.0323703315167
sample_00050.png,red,579,37,207,140,-372,103,385.9961139700761
sample_00051.png,red,497,35,424,109,-73,74,103.9471019317037
sample_00052.png,red,284,250,296,171,12,-79,79.90619500389191
sample_00053.png,red,567,247,166,224,-401,-23,401.6590594023742
sample_00054.png,red,61,95,368,125,307,30,308.4623153644542
sample_00055.png,red,125,141,236,214,111,73,132.85330255586422
sample_00056.png,red,327,103,391,269,64,166,177.9100896520487
sample_00057.png,red,294,323,487,120,193,-203,280.10355228022365
sample_00058.png,red,474,126,288,131,-186,5,186.06719216455113
sample_00059.png,red,292,249,255,92,-37,-157,161.3009609394811
sample_00060.png,red,344,114,309,254,-35,140,144.30869689661813
sample_00061.png,red,333,150,444,198,111,48,120.93386622447825
sample_00062.png,red,245,74,220,252,-25,178,179.7470444819608
sample_00063.png,red,363,129,232,143,-131,14,131.7459676802292
sample_00064.png,red,274,93,117,263,-157,170,231.40656861895687
sample_00065.png,red,245,174,148,225,-97,51,109.59014554237986
sample_00066.png,red,489,44,216,222,-273,178,325.90335990903804
sample_00067.png,red,144,188,263,258,119,70,138.06158046321215
sample_00068.png,red,205,103,404,106,199,3,199.0226117806718
sample_00069.png,red,357,70,490,132,133,62,146.74126890551273
sample_00070.png,red,305,322,94,182,-211,-140,253.2212471338059
sample_00071.png,red,307,192,446,178,139,-14,139.70325694127536
sample_00072.png,red,359,279,321,167,-38,-112,118.27087553578015
sample_00073.png,red,428,309,149,269,-279,-40,281.85279846047297
sample_00074.png,red,375,154,87,146,-288,-8,288.1110896859057
sample_00075.png,red,324,119,451,117,127,-2,127.01574705523721
sample_00076.png,red,569,292,445,170,-124,-122,173.95401691251627
sample_00077.png,red,225,193,353,198,128,5,128.09761902549164
sample_00078.png,red,356,42,410,252,54,210,216.83173199511182
sample_00079.png,red,314,290,451,196,137,-94,166.14752480852673
sample_00080.png,red,358,134,86,199,-272,65,279.6587205863604
sample_00081.png,red,579,167,482,164,-97,-3,97.04638066409278
sample_00082.png,red,534,33,158,124,-376,91,386.855270094644
sample_00083.png,red,426,88,250,120,-176,32,178.88543819998318
sample_00084.png,red,295,271,148,142,-147,-129,195.57607215607945
sample_00085.png,red,331,97,345,206,14,109,109.89540481748998
sample_00086.png,red,176,189,375,185,199,-4,199.04019694524018
sample_00087.png,red,305,308,462,115,157,-193,248.79308672067236
sample_00088.png,red,499,52,291,145,-208,93,227.8442450447235
sample_00089.png,red,61,86,276,132,215,46,219.86586820150143
sample_00090.png,red,298,208,149,167,-149,-41,154.53802121160993
sample_00091.png,red,48,197,468,186,420,-11,420.14402292547254
sample_00092.png,red,187,235,489,84,302,-151,337.64626460246825
sample_00093.png,red,507,204,206,81,-301,-123,325.16149833582693
sample_00094.png,red,372,117,469,258,97,141,171.14321488157222
sample_00095.png,red,300,293,446,104,146,-189,238.8242031285774
sample_00096.png,red,330,320,283,210,-47,-110,119.6202324023825
sample_00097.png,red,563,257,176,175,-387,-82,395.59196149568055
sample_00098.png,red,501,47,269,179,-232,132,266.92320993124594
sample_00099.png,red,66,136,318,159,252,23,253.04742638485774
sample_00100.png,red,198,193,343,219,145,26,147.31259280862582
sample_00101.png,red,520,29,222,142,-298,113,318.70519292913946
sample_00102.png,red,184,39,157,128,-27,89,93.00537618869137
sample_00103.png,red,118,271,477,216,359,-55,363.1886562105155
sample_00104.png,red,565,153,196,102,-369,-51,372.5077180408481
sample_00105.png,red,110,63,153,190,43,127,134.08206442324789
sample_00106.png,red,473,90,105,87,-368,-3,368.01222805771005
sample_00107.png,red,411,92,372,251,-39,159,163.71316379570703
sample_00108.png,red,433,284,174,222,-259,-62,266.3174797117155
sample_00109.png,red,278,192,80,256,-198,64,208.08652046684813
sample_00110.png,red,197,212,82,262,-115,50,125.39936203984452
sample_00111.png,red,494,121,204,115,-290,-6,290.06206232459976
sample_00112.png,red,131,65,207,231,76,166,182.5705343148231
sample_00113.png,red,573,94,443,233,-130,139,190.31815467789718
sample_00114.png,red,187,317,136,204,-51,-113,123.97580409095961
sample_00115.png,red,505,131,228,231,-277,100,294.4978777512666
sample_00116.png,red,433,286,498,171,65,-115,132.09844813622905
sample_00117.png,red,152,58,304,218,152,160,220.68982758613956
sample_00118.png,red,402,293,473,212,71,-81,107.71258050942797
sample_00119.png,red,293,81,239,228,-54,147,156.60459763365824
sample_00120.png,red,423,96,488,248,65,152,165.3148511174964
sample_00121.png,red,88,240,236,117,148,-123,192.43960091415696
sample_00122.png,red,442,90,315,90,-127,0,127.0
sample_00123.png,red,291,153,252,127,-39,-26,46.87216658103186
sample_00124.png,red,344,87,173,258,-171,171,241.83051916579925
sample_00125.png,red,427,106,248,208,-179,102,206.0218435020908
sample_00126.png,red,114,56,424,181,310,125,334.2528982671654
sample_00127.png,red,106,62,142,138,36,76,84.09518416651456
sample_00128.png,red,342,83,150,121,-192,38,195.72429588581997
sample_00129.png,red,361,257,217,236,-144,-21,145.52319402761884
sample_00130.png,red,386,153,246,262,-140,109,177.4288589829738
sample_00131.png,red,276,225,434,80,158,-145,214.45046047980406
sample_00132.png,red,90,67,115,207,25,140,142.21462653327893
sample_00133.png,red,376,143,166,223,-210,80,224.72205054244233
sample_00134.png,red,278,131,337,125,59,-6,59.30430001273095
sample_00135.png,red,29,282,282,149,253,-133,285.82861998057507
sample_00136.png,red,311,194,416,257,105,63,122.4499897917513
sample_00137.png,red,250,237,379,236,129,-1,129.00387591076478
sample_00138.png,red,225,36,342,173,117,137,180.16103907338012
sample_00139.png,red,356,166,258,203,-98,37,104.75208828467335
sample_00140.png,red,241,266,511,186,270,-80,281.60255680657446
sample_00141.png,red,66,212,119,263,53,51,73.55270219373317
sample_00142.png,red,60,177,385,89,325,-88,336.70313333855387
sample_00143.png,red,206,202,495,164,289,-38,291.4875640571995
sample_00144.png,red,418,208,508,217,90,9,90.44888059008801
sample_00145.png,red,214,25,105,122,-109,97,145.91093173576817
sample_00146.png,red,561,189,341,188,-220,-1,220.00227271553356
sample_00147.png,red,435,204,394,150,-41,-54,67.80117993073571
sample_00148.png,red,204,75,446,209,242,134,276.6224864323217
sample_00149.png,red,132,106,252,110,120,4,120.06664815842908
sample_00150.png,red,518,317,161,131,-357,-186,402.54813376787627
sample_00151.png,red,464,199,281,178,-183,-21,184.20097719610501
sample_00152.png,red,223,77,126,91,-97,14,98.00510190801293
sample_00153.png,red,440,59,245,90,-195,31,197.44872752185566
sample_00154.png,red,441,99,136,219,-305,120,327.75753233144775
sample_00155.png,red,384,227,237,158,-147,-69,162.3884232326923
sample_00156.png,red,399,193,500,184,101,-9,101.40019723846694
sample_00157.png,red,68,211,411,231,343,20,343.582595601116
sample_00158.png,red,310,178,376,99,66,-79,102.9417310909429
sample_00159.png,red,171,265,289,174,118,-91,149.01342221424215
sample_00160.png,red,356,242,133,242,-223,0,223.0
sample_00161.png,red,412,69,282,158,-130,89,157.54681843820268
sample_00162.png,red,213,126,338,145,125,19,126.43575443678897
sample_00163.png,red,491,301,281,94,-210,-207,294.8711583047755
sample_00164.png,red,544,73,185,253,-359,180,401.59805776422775
sample_00165.png,red,251,173,475,236,224,63,232.69078194032525
sample_00166.png,red,477,287,257,179,-220,-108,245.07957891264624
sample_00167.png,red,548,228,179,115,-369,-113,385.91449830240896
sample_00168.png,red,348,100,180,236,-168,136,216.14809737770074
sample_00169.png,red,81,276,241,250,160,-26,162.09873534361705
sample_00170.png,red,444,278,471,158,27,-120,123.0
sample_00171.png,red,489,95,466,200,-23,105,107.48953437428223
sample_00172.png,red,453,326,117,158,-336,-168,375.65942021996466
sample_00173.png,red,285,298,369,142,84,-156,177.17787672280082
sample_00174.png,red,185,116,112,179,-73,63,96.42613753542138
sample_00175.png,red,420,257,118,229,-302,-28,303.29523570277195
sample_00176.png,red,371,176,249,258,-122,82,146.99659860010368
sample_00177.png,red,202,229,343,204,141,-25,143.19916200872126
sample_00178.png,red,283,125,447,95,164,-30,166.7213243709394
sample_00179.png,red,200,301,501,96,301,-205,364.1785276481852
sample_00180.png,red,505,28,421,158,-84,130,154.77725931156684
sample_00181.png,red,166,60,99,197,-67,137,152.50573759698355
sample_00182.png,red,444,77,418,173,-26,96,99.45853407325085
sample_00183.png,red,83,52,202,251,119,199,231.86634080866503
sample_00184.png,red,514,154,313,91,-201,-63,210.6418761785035
sample_00185.png,red,266,297,193,233,-73,-64,97.082439194738
sample_00186.png,red,529,305,341,124,-188,-181,260.969346858975
sample_00187.png,red,211,96,383,186,172,90,194.12367192076292
sample_00188.png,red,481,241,351,100,-130,-141,191.7837323653912
sample_00189.png,red,554,211,172,205,-382,-6,382.04711751301045
sample_00190.png,red,22,227,496,217,474,-10,474.10547349719553
sample_00191.png,red,430,34,485,158,55,124,135.6502856613284
sample_00192.png,red,281,271,129,223,-152,-48,159.3988707613702
sample_00193.png,red,422,31,247,195,-175,164,239.83536019528063
sample_00194.png,red,208,165,128,252,-80,87,118.1905241548577
sample_00195.png,red,359,217,81,161,-278,-56,283.58420266298333
sample_00196.png,red,325,152,484,159,159,7,159.15401345866212
sample_00197.png,red,316,258,143,100,-173,-158,234.29255216502295
sample_00198.png,red,132,21,483,119,351,98,364.42420336744925
sample_00199.png,red,225,130,438,96,213,-34,215.6965461012299
sample_00200.png,red,76,191,103,110,27,-81,85.38149682454625
sample_00201.png,red,573,107,80,264,-493,157,517.3954000568617
sample_00202.png,red,361,323,375,123,14,-200,200.48940121612415
sample_00203.png,red,328,89,184,243,-144,154,210.83642948978243
sample_00204.png,red,540,93,186,221,-354,128,376.4306044943742
sample_00205.png,red,92,245,516,156,424,-89,433.240118179284
sample_00206.png,red,521,269,102,221,-419,-48,421.74044150401323
sample_00207.png,red,482,314,394,119,-88,-195,213.9369065869655
sample_00208.png,red,72,286,161,221,89,-65,110.20889256316842
sample_00209.png,red,310,287,332,116,22,-171,172.40939649566667
sample_00210.png,red,393,276,432,211,39,-65,75.8023746329889
sample_00211.png,red,20,177,486,243,466,66,470.6506135128265
sample_00212.png,red,464,319,80,172,-384,-147,411.17514516322603
sample_00213.png,red,524,301,392,188,-132,-113,173.761330565808
sample_00214.png,red,272,165,328,125,56,-40,68.81860213634101
sample_00215.png,red,538,29,403,262,-135,233,269.2842364491468
sample_00216.png,red,395,63,179,207,-216,144,259.59969183340723
sample_00217.png,red,187,183,275,144,88,-39,96.25487000666512
sample_00218.png,red,261,145,169,85,-92,-60,109.83624174196785
sample_00219.png,red,219,155,386,148,167,-7,167.14664220378464
sample_00220.png,red,461,120,243,146,-218,26,219.5449840010015
sample_00221.png,red,530,48,108,97,-422,49,424.8352621899458
sample_00222.png,red,488,200,148,143,-340,-57,344.7448331737548
sample_00223.png,red,92,306,176,117,84,-189,206.8260138377182
sample_00224.png,red,112,310,299,225,187,-85,205.41178155110774
sample_00225.png,red,421,307,443,145,22,-162,163.48700254148645
sample_00226.png,red,528,308,288,165,-240,-143,279.3725111745964
sample_00227.png,red,526,23,445,177,-81,154,174.0028735394907
sample_00228.png,red,198,309,127,103,-71,-206,217.89217516927954
sample_00229.png,red,506,42,357,137,-149,95,176.70880000724355
sample_00230.png,red,119,301,177,143,58,-158,168.30923919975396
sample_00231.png,red,291,290,422,216,131,-74,150.45597362683876
sample_00232.png,red,237,205,260,262,23,57,61.465437442517235
sample_00233.png,red,93,280,377,255,284,-25,285.0982286861846
sample_00234.png,red,116,224,236,259,120,35,125.0
sample_00235.png,red,265,155,242,188,-23,33,40.22437072223753
sample_00236.png,red,511,130,508,216,-3,86,86.05230967266364
sample_00237.png,red,402,71,393,172,-9,101,101.40019723846694
sample_00238.png,red,299,149,346,166,47,17,49.9799959983992
sample_00239.png,red,486,56,413,168,-73,112,133.6899397860587
sample_00240.png,red,248,210,270,148,22,-62,65.7875368135941
sample_00241.png,red,141,98,429,237,288,139,319.7889929312765
sample_00242.png,red,35,147,174,92,139,-55,149.48578527739687
sample_00243.png,red,528,322,120,194,-408,-128,427.60729647656854
sample_00244.png,red,463,34,99,186,-364,152,394.4616584663204
sample_00245.png,red,67,215,228,265,161,50,168.5852899869974
sample_00246.png,red,192,244,186,96,-6,-148,148.12157169028418
sample_00247.png,red,482,242,158,221,-324,-21,324.6798423062325
sample_00248.png,red,490,265,283,199,-207,-66,217.26711670199887
sample_00249.png,red,444,240,184,230,-260,-10,260.1922366251537
sample_00250.png,red,451,306,314,110,-137,-196,239.13385373049965
sample_00251.png,red,369,165,414,150,45,-15,47.43416490252569
sample_00252.png,red,399,117,219,119,-180,2,180.01111076819674
sample_00253.png,red,375,243,80,231,-295,-12,295.24396691549856
sample_00254.png,red,516,306,418,248,-98,-58,113.87712676389407
sample_00255.png,red,90,266,171,266,81,0,81.0
sample_00256.png,red,57,230,213,170,156,-60,167.14065932620943
sample_00257.png,red,161,169,101,154,-60,-15,61.84658438426491
sample_00258.png,red,254,200,401,173,147,-27,149.4590244849738
sample_00259.png,red,78,187,466,109,388,-78,395.7625550756413
sample_00260.png,red,379,257,388,131,9,-126,126.3210196285638
sample_00261.png,red,42,45,223,99,181,54,188.88356201639147
sample_00262.png,red,383,58,417,156,34,98,103.73041983911952
sample_00263.png,red,342,46,374,254,32,208,210.44714300745449
sample_00264.png,red,279,53,256,228,-23,175,176.50495743746123
sample_00265.png,red,277,52,116,213,-161,161,227.6883835420683
sample_00266.png,red,72,281,137,130,65,-151,164.39586369492392
sample_00267.png,red,50,128,216,226,166,98,192.76929216034384
sample_00268.png,red,201,122,508,169,307,47,310.57688259109045
sample_00269.png,red,406,107,248,151,-158,44,164.01219466856725
sample_00270.png,red,130,308,336,171,206,-137,247.39644298170498
sample_00271.png,red,192,182,380,122,188,-60,197.34234213670416
sample_00272.png,red,472,21,357,234,-115,213,242.06197553519223
sample_00273.png,red,529,176,141,124,-388,-52,391.4690281490989
sample_00274.png,red,86,45,383,243,297,198,356.9495762709349
sample_00275.png,red,67,47,447,230,380,183,421.768894064036
sample_00276.png,red,539,301,212,258,-327,-43,329.81509971497667
sample_00277.png,red,563,133,392,91,-171,-42,176.08236708995025
sample_00278.png,red,217,294,446,93,229,-201,304.69985231371544
sample_00279.png,red,221,282,281,81,60,-201,209.7641532769601
sample_00280.png,red,99,191,509,195,410,4,410.01951173084433
sample_00281.png,red,358,103,256,123,-102,20,103.94229168149026
sample_00282.png,red,569,209,420,97,-149,-112,186.40010729610646
sample_00283.png,red,79,121,154,128,75,7,75.32595834106593
sample_00284.png,red,504,28,156,225,-348,197,399.89123521277634
sample_00285.png,red,66,212,473,150,407,-62,411.6952756590729
sample_00286.png,red,169,47,166,242,-3,195,195.0230755577401
sample_00287.png,red,371,282,499,81,128,-201,238.29603437741048
sample_00288.png,red,313,117,480,190,167,73,182.25805880673698
sample_00289.png,red,497,289,139,255,-358,-34,359.6109008358896
sample_00290.png,red,519,100,482,257,-37,157,161.3009609394811
sample_00291.png,red,103,98,120,192,17,94,95.524865872714
sample_00292.png,red,457,44,504,206,47,162,168.6801707374047
sample_00293.png,red,218,41,111,270,-107,229,252.76471272707352
sample_00294.png,red,44,306,134,175,90,-131,158.93709447451215
sample_00295.png,red,36,309,414,200,378,-109,393.4018301940142
sample_00296.png,red,326,184,245,192,-81,8,81.39410298049853
sample_00297.png,red,256,314,357,129,101,-185,210.77476129745705
sample_00298.png,red,33,111,486,116,453,5,453.0275929786176
sample_00299.png,red,545,41,278,110,-267,69,275.77164466275354
sample_00300.png,red,109,298,319,206,210,-92,229.26840166058645
sample_00301.png,red,426,28,136,260,-290,232,371.3812057711052
sample_00302.png,red,198,63,450,170,252,107,273.77545543748073
sample_00303.png,red,378,87,283,202,-95,115,149.164338901763
sample_00304.png,red,243,111,130,160,-113,49,123.1665539016173
sample_00305.png,red,148,30,266,239,118,209,240.01041644062033
sample_00306.png,red,376,37,223,221,-153,184,239.30106560565082
sample_00307.png,red,503,56,411,107,-92,51,105.19030373565806
sample_00308.png,red,330,241,435,179,105,-62,121.93850909372314
sample_00309.png,red,154,63,500,196,346,133,370.6818042472546
sample_00310.png,red,288,325,99,119,-189,-206,279.56573466717987
sample_00311.png,red,30,130,221,188,191,58,199.6121238802894
sample_00312.png,red,100,260,268,158,168,-102,196.5400722499104
sample_00313.png,red,514,140,210,110,-304,-30,305.4766766874355
sample_00314.png,red,480,95,407,207,-73,112,133.6899397860587
sample_00315.png,red,531,303,84,129,-447,-174,479.67176277116835
sample_00316.png,red,42,209,373,210,331,1,331.00151057057127
sample_00317.png,red,404,41,400,96,-4,55,55.14526271584895
sample_00318.png,red,528,126,196,235,-332,109,349.4352586674676
sample_00319.png,red,383,252,295,86,-88,-166,187.88294228055935
sample_00320.png,red,67,220,311,249,244,29,245.7173172570464
sample_00321.png,red,528,293,409,198,-119,-95,152.2694979304785
sample_00322.png,red,241,254,462,113,221,-141,262.14881269996243
sample_00323.png,red,68,266,221,127,153,-139,206.71236053995418
sample_00324.png,red,311,36,127,140,-184,104,211.3575170179665
sample_00325.png,red,79,168,352,203,273,35,275.234445518725
sample_00326.png,red,207,229,400,189,193,-40,197.101496696499
sample_00327.png,red,229,98,116,178,-113,80,138.45215780189199
sample_00328.png,red,512,73,319,151,-193,78,208.16579930430456
sample_00329.png,red,405,321,373,207,-32,-114,118.40608092492548
sample_00330.png,red,115,166,229,214,114,48,123.69316876852982
sample_00331.png,red,460,116,364,160,-96,44,105.60303025955268
sample_00332.png,red,100,43,418,149,318,106,335.2014319778482
sample_00333.png,red,233,157,312,115,79,-42,89.47066558375433
sample_00334.png,red,132,227,202,261,70,34,77.82030583337487
sample_00335.png,red,300,116,95,170,-205,54,211.9929244102265
sample_00336.png,red,564,286,259,208,-305,-78,314.8158191705112
sample_00337.png,red,513,96,483,237,-30,141,144.15616532080756
sample_00338.png,red,383,178,419,201,36,23,42.720018726587654
sample_00339.png,red,58,29,455,216,397,187,438.83709961670286
sample_00340.png,red,355,292,348,84,-7,-208,208.1177551291576
sample_00341.png,red,461,235,320,270,-141,35,145.27904184706065
sample_00342.png,red,360,296,273,191,-87,-105,136.35981812836215
sample_00343.png,red,125,125,368,220,243,95,260.90994615000784
sample_00344.png,red,357,280,458,87,101,-193,217.83020910791964
sample_00345.png,red,460,42,470,236,10,194,194.25756098540927
sample_00346.png,red,249,295,158,230,-91,-65,111.83022847155415
sample_00347.png,red,327,253,493,156,166,-97,192.26284092356485
sample_00348.png,red,443,85,471,134,28,49,56.43580423808985
sample_00349.png,red,164,180,317,235,153,55,162.58536219475602
sample_00350.png,red,489,49,327,189,-162,140,214.11212016137713
sample_00351.png,red,67,279,321,115,254,-164,302.34417474130373
sample_00352.png,red,125,210,482,159,357,-51,360.62445840513925
sample_00353.png,red,28,35,504,143,476,108,488.0983507450112
sample_00354.png,red,262,187,232,214,-30,27,40.36087214122113
sample_00355.png,red,198,85,180,227,-18,142,143.13629868066312
sample_00356.png,red,348,164,492,88,144,-76,162.82505949638096
sample_00357.png,red,362,151,180,104,-182,-47,187.97074240423694
sample_00358.png,red,523,277,440,206,-83,-71,109.22453936730518
sample_00359.png,red,115,316,224,123,109,-193,221.65288177689007
sample_00360.png,red,125,314,408,224,283,-90,296.9663280575763
sample_00361.png,red,183,206,166,166,-17,-40,43.46262762420146
sample_00362.png,red,60,66,172,138,112,72,133.1465358167459
sample_00363.png,red,550,158,426,83,-124,-75,144.91721774861674
sample_00364.png,red,324,127,474,225,150,98,179.17589123540031
sample_00365.png,red,253,194,387,224,134,30,137.31715115017496
sample_00366.png,red,36,264,306,162,270,-102,288.62432329933665
sample_00367.png,red,82,180,218,152,136,-28,138.85243966167826
sample_00368.png,red,574,99,192,91,-382,-8,382.0837604505065
sample_00369.png,red,72,197,484,191,412,-6,412.0436870041816
sample_00370.png,red,47,247,399,217,352,-30,353.2760959929217
sample_00371.png,red,115,203,221,231,106,28,109.63576058932597
sample_00372.png,red,503,129,282,150,-221,21,221.9954954497951
sample_00373.png,red,170,87,355,147,185,60,194.48650338776724
sample_00374.png,red,305,136,97,110,-208,-26,209.61870145576228
sample_00375.png,red,481,204,458,144,-23,-60,64.25729530566937
sample_00376.png,red,85,283,456,172,371,-111,387.2492737243028
sample_00377.png,red,125,25,276,264,151,239,282.70479302622374
sample_00378.png,red,49,235,443,249,394,14,394.24865250245307
sample_00379.png,red,193,56,479,218,286,162,328.69438693108225
sample_00380.png,red,53,93,416,164,363,71,369.87835838286077
sample_00381.png,red,448,61,381,199,-67,138,153.40469353966978
sample_00382.png,red,546,312,171,87,-375,-225,437.3213921133975
sample_00383.png,red,97,218,424,132,327,-86,338.11980125393427
sample_00384.png,red,22,43,375,198,353,155,385.5308029198186
sample_00385.png,red,278,114,312,208,34,94,99.9599919967984
sample_00386.png,red,217,145,80,270,-137,125,185.4561942885705
sample_00387.png,red,186,230,396,224,210,-6,210.08569680013915
sample_00388.png,red,296,147,231,98,-65,-49,81.40024569987489
sample_00389.png,red,473,218,437,270,-36,52,63.245553203367585
sample_00390.png,red,230,157,138,267,-92,110,143.4015341619468
sample_00391.png,red,397,53,129,182,-268,129,297.4306641891518
sample_00392.png,red,86,61,404,155,318,94,331.602171283603
sample_00393.png,red,538,193,475,131,-63,-62,88.3911760301898
sample_00394.png,red,405,273,245,252,-160,-21,161.37224048763778
sample_00395.png,red,105,238,211,256,106,18,107.5174404457249
sample_00396.png,red,209,127,105,204,-104,77,129.40247292845683
sample_00397.png,red,281,30,242,226,-39,196,199.84243793548956
sample_00398.png,red,344,22,194,129,-150,107,184.25254408012933
sample_00399.png,red,483,89,233,97,-250,8,250.12796724876648
sample_00400.png,red,507,154,294,187,-213,33,215.5411793602327
sample_00401.png,red,21,303,323,246,302,-57,307.33206796558017
sample_00402.png,red,195,85,447,85,252,0,252.0
sample_00403.png,red,292,267,294,126,2,-141,141.01418368376991
sample_00404.png,red,522,285,298,114,-224,-171,281.81021982887705
sample_00405.png,red,259,300,264,163,5,-137,137.09121051329294
sample_00406.png,red,102,105,516,151,414,46,416.54771635432115
sample_00407.png,red,210,232,302,211,92,-21,94.36630754670864
sample_00408.png,red,407,68,130,176,-277,108,297.30960293942746
sample_00409.png,red,515,92,194,190,-321,98,335.6262802582658
sample_00410.png,red,347,247,456,129,109,-118,160.63934760823702
sample_00411.png,red,316,49,135,83,-181,34,184.16568627190028
sample_00412.png,red,337,196,415,205,78,9,78.5175139698144
sample_00413.png,red,106,47,487,174,381,127,401.6092628413842
sample_00414.png,red,539,208,227,129,-312,-79,321.846236578898
sample_00415.png,red,440,20,496,155,56,135,146.15402833996743
sample_00416.png,red,288,304,407,224,119,-80,143.39107364128355
sample_00417.png,red,436,299,384,165,-52,-134,143.7358688706476
sample_00418.png,red,383,132,438,253,55,121,132.9135057095403
sample_00419.png,red,518,173,502,92,-16,-81,82.56512580987206
sample_00420.png,red,335,256,403,92,68,-164,177.53872816937718
sample_00421.png,red,81,64,317,221,236,157,283.45193596093145
sample_00422.png,red,63,72,109,133,46,61,76.40026177965623
sample_00423.png,red,502,273,434,173,-68,-100,120.9297316626478
sample_00424.png,red,235,75,369,134,134,59,146.4137971640651
sample_00425.png,red,517,60,364,212,-153,152,215.6687274502263
sample_00426.png,red,234,172,128,96,-106,-76,130.43005788544295
sample_00427.png,red,476,198,427,106,-49,-92,104.23531071570709
sample_00428.png,red,189,201,189,89,0,-112,112.0
sample_00429.png,red,94,220,150,246,56,26,61.741396161732524
sample_00430.png,red,137,303,350,112,213,-191,286.09439001839934
sample_00431.png,red,266,42,326,208,60,166,176.5106229097841
sample_00432.png,red,361,49,204,181,-157,132,205.11703976023054
sample_00433.png,red,380,297,315,112,-65,-185,196.08671551127577
sample_00434.png,red,469,268,402,195,-67,-73,99.08582138732059
sample_00435.png,red,560,326,113,223,-447,-103,458.7134181599662
sample_00436.png,red,108,62,331,229,223,167,278.6000717874997
sample_00437.png,red,471,159,346,92,-125,-67,141.8238343861849
sample_00438.png,red,401,161,344,229,-57,68,88.72992730753249
sample_00439.png,red,425,260,182,187,-243,-73,253.7282010340987
sample_00440.png,red,86,34,495,132,409,98,420.57698462944927
sample_00441.png,red,93,277,424,94,331,-183,378.21951298154886
sample_00442.png,red,214,50,339,158,125,108,165.19382555047267
sample_00443.png,red,426,120,302,252,-124,132,181.10770276274835
sample_00444.png,red,101,318,513,250,412,-68,417.5739455473725
sample_00445.png,red,471,275,329,126,-142,-149,205.8275977608445
sample_00446.png,red,111,207,90,87,-21,-120,121.82364302548172
sample_00447.png,red,328,276,462,120,134,-156,205.65018842685265
sample_00448.png,red,411,220,515,259,104,39,111.07204868912791
sample_00449.png,red,172,270,397,161,225,-109,250.01199971201382
