filename,target_color,cursor_x,cursor_y,target_x,target_y,dx,dy,distance
sample_00102.png,red,519,276,497,190,-22,-86,88.76936408468859
sample_00103.png,red,431,99,298,192,-133,93,162.28986413205232
sample_00104.png,red,71,310,329,258,258,-52,263.18814562969965
sample_00105.png,red,489,326,374,145,-115,-181,214.44346574330496
sample_00106.png,red,492,67,309,80,-183,13,183.46116755324545
sample_00107.png,red,182,136,280,215,98,79,125.87692401707312
sample_00108.png,red,516,195,250,175,-266,-20,266.7508200549719
sample_00109.png,red,467,144,444,192,-23,48,53.225933528685054
sample_00110.png,red,480,70,125,141,-355,71,362.0303854650877
sample_00111.png,red,543,253,346,113,-197,-140,241.6795398870165
sample_00112.png,red,254,22,132,150,-122,128,176.82759965570986
sample_00113.png,red,566,168,159,193,-407,25,407.76709038371405
sample_00114.png,red,63,304,269,162,206,-142,250.19992006393608
sample_00115.png,red,57,22,322,125,265,103,284.3132075722125
sample_00116.png,red,159,118,199,156,40,38,55.17245689653489
sample_00117.png,red,166,272,136,236,-30,-36,46.861498055439924
sample_00118.png,red,205,23,116,193,-89,170,191.8879881597595
sample_00119.png,red,298,311,403,268,105,-43,113.46365056704283
sample_00120.png,red,138,162,91,266,-47,104,114.12712210513327
sample_00121.png,red,534,206,366,117,-168,-89,190.11838417154718
sample_00122.png,red,257,30,155,166,-102,136,170.0
sample_00123.png,red,575,100,231,211,-344,111,361.46507438478756
sample_00124.png,red,387,206,127,199,-260,-7,260.09421369957465
sample_00125.png,red,55,229,95,203,40,-26,47.70744176750625
sample_00126.png,red,547,222,102,164,-445,-58,448.7638577247504
sample_00127.png,red,296,158,135,90,-161,-68,174.77127910500627
sample_00128.png,red,198,200,463,117,265,-83,277.69407627819504
sample_00129.png,red,574,65,384,267,-190,202,277.3157045679166
sample_00130.png,red,163,252,364,239,201,-13,201.41995928904365
sample_00131.png,red,171,152,223,148,52,-4,52.15361924162119
sample_00132.png,red,483,72,239,255,-244,183,305.0
sample_00133.png,red,59,207,314,90,255,-117,280.56015397771654
sample_00134.png,red,125,257,314,145,189,-112,219.69296757065302
sample_00135.png,red,407,171,206,84,-201,-87,219.02054698132775
sample_00136.png,red,415,283,130,121,-285,-162,327.8246482496397
sample_00137.png,red,346,310,464,100,118,-210,240.88171371027732
sample_00138.png,red,160,144,166,203,6,59,59.30430001273095
sample_00139.png,red,104,69,417,185,313,116,333.80383460949037
sample_00140.png,red,178,246,267,260,89,14,90.09439494219383
sample_00141.png,red,493,71,483,214,-10,143,143.34922392534952
sample_00142.png,red,213,30,383,216,170,186,251.9841264841895
sample_00143.png,red,122,272,367,247,245,-25,246.272207120495
sample_00144.png,red,63,34,341,228,278,194,338.9985250705377
sample_00145.png,red,536,140,348,266,-188,126,226.3183598385248
sample_00146.png,red,165,143,284,122,119,-21,120.83873551142449
sample_00147.png,red,203,111,89,228,-114,117,163.35544068074378
sample_00148.png,red,386,237,433,196,47,-41,62.369864518050704
sample_00149.png,red,480,296,501,116,21,-180,181.22085972646747
sample_00150.png,red,136,225,137,129,1,-96,96.00520819205592
sample_00151.png,red,41,147,472,156,431,9,431.0939572761372
sample_00152.png,red,382,297,371,166,-11,-131,131.4610208388783
sample_00153.png,red,210,51,358,263,148,212,258.549801779077
sample_00154.png,red,268,309,426,253,158,-56,167.6305461424021
sample_00155.png,red,288,79,471,143,183,64,193.86851214160592
sample_00156.png,red,430,172,217,153,-213,-19,213.84573879317773
sample_00157.png,red,392,255,113,161,-279,-94,294.4095786485216
sample_00158.png,red,442,282,206,137,-236,-145,276.9855591903665
sample_00159.png,red,382,44,165,220,-217,176,279.4011453090341
sample_00160.png,red,63,74,332,117,269,43,272.41512439657237
sample_00161.png,red,265,117,446,251,181,134,225.20435164534453
sample_00162.png,red,34,170,286,129,252,-41,255.31353273964936
sample_00163.png,red,564,259,397,142,-167,-117,203.90684147423792
sample_00164.png,red,509,174,319,158,-190,-16,190.67249408344142
sample_00165.png,red,514,101,435,110,-79,9,79.51100552753688
sample_00166.png,red,543,141,363,194,-180,53,187.6406139405859
sample_00167.png,red,160,106,228,202,68,96,117.64352935882194
sample_00168.png,red,306,59,83,211,-223,152,269.8758974047145
sample_00169.png,red,574,165,120,114,-454,-51,456.8555570418291
sample_00170.png,red,124,81,511,192,387,111,402.6040238248992
sample_00171.png,red,530,285,211,130,-319,-155,354.6632205346362
sample_00172.png,red,212,29,335,211,123,182,219.66565503054863
sample_00173.png,red,164,312,327,101,163,-211,266.62708039507163
sample_00174.png,red,104,232,176,206,72,-26,76.55063683601855
sample_00175.png,red,434,242,255,238,-179,-4,179.0446871593793
sample_00176.png,red,436,230,504,184,68,-46,82.09750300709517
sample_00177.png,red,254,235,116,227,-138,-8,138.2316895650198
sample_00178.png,red,245,36,245,135,0,99,99.0
sample_00179.png,red,223,261,219,116,-4,-145,145.0551619212498
sample_00180.png,red,164,185,496,194,332,9,332.12196554880256
sample_00181.png,red,196,63,403,228,207,165,264.7149410214694
sample_00182.png,red,426,72,490,238,64,166,177.9100896520487
sample_00183.png,red,68,199,203,193,135,-6,135.1332675546625
sample_00184.png,red,37,170,277,165,240,-5,240.05207768315609
sample_00185.png,red,351,252,313,195,-38,-57,68.5054742338158
sample_00186.png,red,308,286,374,181,66,-105,124.02015965156633
sample_00187.png,red,124,246,344,182,220,-64,229.12005586591496
sample_00188.png,red,47,240,126,149,79,-91,120.50726119201282
sample_00189.png,red,504,305,298,85,-206,-220,301.390112644725
sample_00190.png,red,173,192,340,139,167,-53,175.20844728494114
sample_00191.png,red,332,264,493,217,161,-47,167.72000476985446
sample_00192.png,red,397,244,141,161,-256,-83,269.1189328159578
sample_00193.png,red,529,278,472,172,-57,-106,120.3536455617361
sample_00194.png,red,211,50,472,268,261,218,340.06617003165724
sample_00195.png,red,401,250,173,105,-228,-145,270.20177645604036
sample_00196.png,red,198,119,104,261,-94,142,170.29386365926402
sample_00197.png,red,163,39,276,151,113,112,159.10059710761615
sample_00198.png,red,113,212,82,86,-31,-126,129.75746606650424
sample_00199.png,red,526,205,247,241,-279,36,281.3129929455801
sample_00200.png,red,335,161,209,110,-126,-51,135.9301291105103
sample_00201.png,red,492,184,448,224,-44,40,59.464274989274024
sample_00202.png,red,144,263,122,125,-22,-138,139.74262055650738
sample_00203.png,red,357,245,274,178,-83,-67,106.66770832824712
sample_00204.png,red,503,330,292,241,-211,-89,229.00218339570478
sample_00205.png,red,424,220,451,254,27,34,43.41658669218482
sample_00206.png,red,365,303,382,204,17,-99,100.44899203078147
sample_00207.png,red,429,88,115,92,-314,4,314.02547667346994
sample_00208.png,red,55,293,164,90,109,-203,230.41267326256167
sample_00209.png,red,127,279,218,227,91,-52,104.80935072788114
sample_00210.png,red,35,329,371,121,336,-208,395.170849127311
sample_00211.png,red,458,126,181,162,-277,36,279.32955446926843
sample_00212.png,red,120,77,170,112,50,35,61.032778078668514
sample_00213.png,red,552,75,262,90,-290,15,290.38767191463205
sample_00214.png,red,537,262,206,97,-331,-165,369.845913861435
sample_00215.png,red,36,245,230,88,194,-157,249.56962956257317
sample_00216.png,red,321,199,476,156,155,-43,160.85397104206038
sample_00217.png,red,423,272,252,200,-171,-72,185.53975315279473
sample_00218.png,red,569,260,421,159,-148,-101,179.17868176767013
sample_00219.png,red,395,106,300,270,-95,164,189.52836199366047
sample_00220.png,red,98,165,367,93,269,-72,278.4690287985362
sample_00221.png,red,274,276,377,172,103,-104,146.37281168304446
sample_00222.png,red,269,170,212,159,-57,-11,58.05170109479997
sample_00223.png,red,136,176,190,156,54,-20,57.584720195551874
sample_00224.png,red,500,114,248,147,-252,33,254.15152960389594
sample_00225.png,red,472,195,149,179,-323,-16,323.39604202896487
sample_00226.png,red,96,272,470,93,374,-179,414.62874960619894
sample_00227.png,red,242,150,299,234,57,84,101.51354589413178
sample_00228.png,red,326,200,88,261,-238,61,245.69289774024807
sample_00229.png,red,509,271,378,254,-131,-17,132.09844813622905
sample_00230.png,red,52,183,494,97,442,-86,450.2887962186046
sample_00231.png,red,132,270,455,139,323,-131,348.5541564807397
sample_00232.png,red,432,99,473,151,41,52,66.21933252457322
sample_00233.png,red,506,277,156,143,-350,-134,374.77459892580765
sample_00234.png,red,472,167,499,220,27,53,59.481089431852205
sample_00235.png,red,297,154,150,186,-147,32,150.44268011438774
sample_00236.png,red,236,296,482,90,246,-206,320.8613407688748
sample_00237.png,red,456,134,116,138,-340,4,340.02352859765455
sample_00238.png,red,360,56,216,140,-144,84,166.70932787339765
sample_00239.png,red,72,42,494,248,422,206,469.5955706775778
sample_00240.png,red,228,177,88,204,-140,27,142.57980221616245
sample_00241.png,red,135,245,175,184,40,-61,72.94518489934754
sample_00242.png,red,129,168,290,98,161,-70,175.55910685578235
sample_00243.png,red,494,252,462,103,-32,-149,152.3975065412817
sample_00244.png,red,111,154,390,210,279,56,284.56457966514387
sample_00245.png,red,537,167,202,246,-335,79,344.1889016223504
sample_00246.png,red,59,187,194,232,135,45,142.30249470757707
sample_00247.png,red,435,162,111,264,-324,102,339.67631651323586
sample_00248.png,red,433,93,117,240,-316,147,348.5182922028627
sample_00249.png,red,447,113,145,219,-302,106,320.0624938976762
sample_00250.png,red,354,256,232,152,-122,-104,160.31219541881399
sample_00251.png,red,401,133,509,250,108,117,159.2262541165872
sample_00252.png,red,370,148,338,122,-32,-26,41.23105625617661
sample_00253.png,red,531,183,498,96,-33,-87,93.04837451562494
sample_00254.png,red,289,137,88,190,-201,53,207.87015177749788
sample_00255.png,red,98,128,472,265,374,137,398.3026487484109
sample_00256.png,red,340,241,491,244,151,3,151.02979838429235
sample_00257.png,red,280,283,244,183,-36,-100,106.28264204469139
sample_00258.png,red,58,245,413,266,355,21,355.62058433110985
sample_00259.png,red,183,176,251,187,68,11,68.8839603971781
sample_00260.png,red,553,322,476,219,-77,-103,128.6001555209013
sample_00261.png,red,265,168,163,267,-102,99,142.1442928857856
sample_00262.png,red,153,266,339,247,186,-19,186.96791168540125
sample_00263.png,red,568,80,82,238,-486,158,511.0381590448995
sample_00264.png,red,389,287,197,102,-192,-185,266.62520511009456
sample_00265.png,red,266,98,493,104,227,6,227.07928130941406
sample_00266.png,red,371,80,381,154,10,74,74.67261881037788
sample_00267.png,red,516,313,392,238,-124,-75,144.91721774861674
sample_00268.png,red,25,293,192,165,167,-128,210.41150158677164
sample_00269.png,red,407,95,520,120,113,25,115.73245007343446
sample_00270.png,red,380,256,100,93,-280,-163,323.9891973507759
sample_00271.png,red,321,125,282,81,-39,-44,58.7962583843564
sample_00272.png,red,225,111,447,194,222,83,237.00843866833097
sample_00273.png,red,389,213,198,186,-191,-27,192.89893727027115
sample_00274.png,red,564,36,157,107,-407,71,413.14646313383827
sample_00275.png,red,306,40,468,252,162,212,266.8107943843352
sample_00276.png,red,346,81,425,170,79,89,119.00420160649792
sample_00277.png,red,79,228,472,146,393,-82,401.46357244462416
sample_00278.png,red,61,39,95,154,34,115,119.9208072020865
sample_00279.png,red,40,48,298,231,258,183,316.3115552742264
sample_00280.png,red,343,22,515,261,172,239,294.45712760943655
sample_00281.png,red,157,66,386,253,229,187,295.65182225043026
sample_00282.png,red,545,260,230,134,-315,-126,339.2653828494738
sample_00283.png,red,56,231,509,215,453,-16,453.28247263709636
sample_00284.png,red,331,51,92,205,-239,154,284.3184833949422
sample_00285.png,red,193,44,494,139,301,95,315.635866149587
sample_00286.png,red,457,328,340,250,-117,-78,140.61649974309557
sample_00287.png,red,105,306,434,111,329,-195,382.4473820017598
sample_00288.png,red,151,208,201,90,50,-118,128.15615474880636
sample_00289.png,red,377,131,507,125,130,-6,130.13838787997952
sample_00290.png,red,161,103,322,183,161,80,179.7804216259379
sample_00291.png,red,543,293,334,172,-209,-121,241.49948240110163
sample_00292.png,red,565,68,155,193,-410,125,428.6315434029558
sample_00293.png,red,547,100,89,210,-458,110,471.0244155030607
sample_00294.png,red,195,75,328,176,133,101,167.0029939851379
sample_00295.png,red,145,282,509,85,364,-197,413.8900820266173
sample_00296.png,red,331,281,375,105,44,-176,181.41664752717708
sample_00297.png,red,378,176,92,135,-286,-41,288.9238654040195
sample_00298.png,red,448,176,235,213,-213,37,216.18973148602595
sample_00299.png,red,366,315,182,100,-184,-215,282.98586537139977
sample_00300.png,red,554,46,237,84,-317,38,319.2694786540048
sample_00301.png,red,69,309,345,139,276,-170,324.154284253656
sample_00302.png,red,502,322,425,204,-77,-118,140.90067423543437
sample_00303.png,red,273,164,140,244,-133,80,155.2063143045411
sample_00304.png,red,86,97,433,251,347,154,379.63798545456433
sample_00305.png,red,153,280,482,166,329,-114,348.1910395171019
sample_00306.png,red,287,127,379,165,92,38,99.53893710503444
sample_00307.png,red,521,174,363,183,-158,9,158.25612152457168
sample_00308.png,red,561,75,499,256,-62,181,191.3243319601561
sample_00309.png,red,152,253,446,178,294,-75,303.41555662160766
sample_00310.png,red,445,193,161,86,-284,-107,303.48805577814755
sample_00311.png,red,356,25,478,89,122,64,137.7679207943562
sample_00312.png,red,306,27,388,218,82,191,207.85812469085735
sample_00313.png,red,352,139,447,257,95,118,151.48927354766738
sample_00314.png,red,170,256,158,159,-12,-97,97.73944955850733
sample_00315.png,red,129,194,334,144,205,-50,211.00947846009194
sample_00316.png,red,521,138,409,151,-112,13,112.75194011634566
sample_00317.png,red,60,198,186,133,126,-65,141.77799547179387
sample_00318.png,red,435,279,476,219,41,-60,72.67048919609665
sample_00319.png,red,520,272,370,191,-150,-81,170.47287174210447
sample_00320.png,red,416,29,281,216,-135,187,230.63824487712353
sample_00321.png,red,447,143,214,111,-233,-32,235.1871595134394
sample_00322.png,red,169,25,272,255,103,230,252.00992043965255
sample_00323.png,red,340,110,235,187,-105,77,130.20752666416791
sample_00324.png,red,60,50,400,98,340,48,343.3715189120961
sample_00325.png,red,474,290,497,245,23,-45,50.53711507397311
sample_00326.png,red,540,252,239,119,-301,-133,329.07445965920846
sample_00327.png,red,30,323,307,226,277,-97,293.492759706266
sample_00328.png,red,274,38,133,109,-141,71,157.8670326572334
sample_00329.png,red,446,220,122,107,-324,-113,343.13991315496946
sample_00330.png,red,407,75,452,147,45,72,84.90583018850944
sample_00331.png,red,77,46,327,140,250,94,267.0880004792428
sample_00332.png,red,190,243,453,225,263,-18,263.6152499382386
sample_00333.png,red,421,238,449,197,28,-41,49.64876634922564
sample_00334.png,red,204,92,356,164,152,72,168.1903683330291
sample_00335.png,red,454,70,183,236,-271,166,317.8002517305485
sample_00336.png,red,180,51,493,199,313,148,346.2268042771963
sample_00337.png,red,452,202,199,96,-253,-106,274.3082208028042
sample_00338.png,red,500,75,319,209,-181,134,225.20435164534453
sample_00339.png,red,74,236,234,191,160,-45,166.20770138594662
sample_00340.png,red,129,189,360,227,231,38,234.10467744152402
sample_00341.png,red,324,266,406,162,82,-104,132.43866504914644
sample_00342.png,red,44,58,191,179,147,121,190.3943276465977
sample_00343.png,red,559,53,520,90,-39,37,53.75872022286245
sample_00344.png,red,227,153,94,153,-133,0,133.0
sample_00345.png,red,422,301,366,142,-56,-159,168.5734261382855
sample_00346.png,red,245,272,285,247,40,-25,47.16990566028302
sample_00347.png,red,542,148,124,221,-418,73,424.3265252137792
sample_00348.png,red,208,277,504,170,296,-107,314.74592928265173
sample_00349.png,red,505,147,222,267,-283,120,307.3906309567681
sample_00350.png,red,477,92,357,118,-120,26,122.78436382536663
sample_00351.png,red,567,316,390,139,-177,-177,250.31580054003783
sample_00352.png,red,428,124,457,205,29,81,86.03487664894976
sample_00353.png,red,468,81,491,182,23,101,103.58571330062848
sample_00354.png,red,128,106,200,241,72,135,153.0
sample_00355.png,red,110,76,163,122,53,46,70.178344238091
sample_00356.png,red,251,257,344,179,93,-78,121.37956994486346
sample_00357.png,red,93,155,269,134,176,-21,177.2484132510077
sample_00358.png,red,269,87,89,266,-180,179,253.85231927244627
sample_00359.png,red,95,264,122,143,27,-121,123.97580409095961
sample_00360.png,red,109,258,490,157,381,-101,394.15986604422324
sample_00361.png,red,481,23,423,225,-58,202,210.16184239771025
sample_00362.png,red,523,235,308,165,-215,-70,226.10838109190027
sample_00363.png,red,473,300,142,258,-331,-42,333.65401241405743
sample_00364.png,red,509,272,508,177,-1,-95,95.00526301210897
sample_00365.png,red,519,49,301,257,-218,208,301.3104711091203
sample_00366.png,red,142,122,309,81,167,-41,171.95929750961417
sample_00367.png,red,367,55,504,261,137,206,247.39644298170498
sample_00368.png,red,249,127,224,218,-25,91,94.37160589923221
sample_00369.png,red,289,26,458,229,169,203,264.14011433328335
sample_00370.png,red,507,159,126,145,-381,-14,381.25713108084943
sample_00371.png,red,344,206,238,262,-106,56,119.88327656516567
sample_00372.png,red,114,214,109,141,-5,-73,73.17103251970687
sample_00373.png,red,409,172,493,181,84,9,84.48076704197234
sample_00374.png,red,235,315,92,152,-143,-163,216.8363438171747
sample_00375.png,red,165,322,90,144,-75,-178,193.1553778697347
sample_00376.png,red,56,93,314,252,258,159,303.0594001181947
sample_00377.png,red,327,304,221,186,-106,-118,158.61904047118682
sample_00378.png,red,408,211,359,231,-49,20,52.92447448959697
sample_00379.png,red,42,162,469,143,427,-19,427.4225075964063
sample_00380.png,red,269,83,354,215,85,132,157.0
sample_00381.png,red,185,220,349,206,164,-14,164.59647626847908
sample_00382.png,red,23,192,297,126,274,-66,281.83683222744327
sample_00383.png,red,275,244,490,165,215,-79,229.05457864884517
sample_00384.png,red,171,74,216,94,45,20,49.24428900898052
sample_00385.png,red,169,212,513,167,344,-45,346.930828840563
sample_00386.png,red,474,246,338,238,-136,-8,136.23509092741122
sample_00387.png,red,77,325,260,209,183,-116,216.6679487141557
sample_00388.png,red,543,166,405,108,-138,-58,149.69301920931383
sample_00389.png,red,555,228,134,258,-421,30,422.0675301418009
sample_00390.png,red,236,22,445,240,209,218,302.00165562460086
sample_00391.png,red,471,206,505,184,34,-22,40.496913462633174
sample_00392.png,red,207,67,419,198,212,131,249.2087478400387
sample_00393.png,red,192,26,450,268,258,242,353.7343636120189
sample_00394.png,red,339,154,283,223,-56,69,88.86506625215557
sample_00395.png,red,267,58,214,240,-53,182,189.5600168811978
sample_00396.png,red,179,125,260,162,81,37,89.05054744357274
sample_00397.png,red,281,286,499,208,218,-78,231.53401477968632
sample_00398.png,red,545,167,188,143,-357,-24,357.80581325629686
sample_00399.png,red,553,228,260,231,-293,3,293.01535795927146
sample_00400.png,red,449,99,85,132,-364,33,365.4928179868929
sample_00401.png,red,89,86,215,185,126,99,160.2404443328837
sample_00402.png,red,296,42,326,91,30,49,57.4543296888929
sample_00403.png,red,81,158,346,234,265,76,275.6827887264637
sample_00404.png,red,464,293,445,256,-19,-37,41.593268686170845
sample_00405.png,red,35,117,347,180,312,63,318.29703108888714
sample_00406.png,red,318,273,160,112,-158,-161,225.5770378385176
sample_00407.png,red,325,33,437,97,112,64,128.9961239727768
sample_00408.png,red,322,221,244,133,-78,-88,117.5925167687128
sample_00409.png,red,226,30,322,256,96,226,245.5442933566162
sample_00410.png,red,98,68,453,240,355,172,394.4730662542121
sample_00411.png,red,411,44,429,177,18,133,134.21251804507656
sample_00412.png,red,97,115,491,201,394,86,403.2765800291408
sample_00413.png,red,159,275,182,241,23,-34,41.048751503547585
sample_00414.png,red,507,283,495,103,-12,-180,180.3995565404749
sample_00415.png,red,419,309,437,240,18,-69,71.30918594402827
sample_00416.png,red,353,295,379,112,26,-183,184.83776670366908
sample_00417.png,red,51,163,207,180,156,17,156.92354826475216
sample_00418.png,red,164,278,346,209,182,-69,194.64069461446135
sample_00419.png,red,101,237,151,145,50,-92,104.70912090166739
sample_00420.png,red,171,237,127,243,-44,6,44.40720662234904
sample_00421.png,red,373,304,229,193,-144,-111,181.8158408940211
sample_00422.png,red,121,44,87,239,-34,195,197.9419106707824
sample_00423.png,red,432,74,102,258,-330,184,377.8306498948967
sample_00424.png,red,267,274,177,184,-90,-90,127.27922061357856
sample_00425.png,red,275,64,520,131,245,67,253.99606296161363
sample_00426.png,red,250,236,404,122,154,-114,191.60375779195982
sample_00427.png,red,157,60,438,121,281,61,287.544779121444
sample_00428.png,red,535,306,158,268,-377,-38,378.910279617748
sample_00429.png,red,497,199,344,226,-153,27,155.36408851468863
sample_00430.png,red,171,293,120,98,-51,-195,201.5589243868899
sample_00431.png,red,519,80,359,167,-160,87,182.12358441453978
sample_00432.png,red,191,120,209,193,18,73,75.18643494673756
sample_00433.png,red,578,82,444,223,-134,141,194.51735141112732
sample_00434.png,red,492,248,513,187,21,-61,64.51356446515724
sample_00435.png,red,210,323,313,159,103,-164,193.6620768245554
sample_00436.png,red,271,327,335,261,64,-66,91.93475947648963
sample_00437.png,red,162,184,109,96,-53,-88,102.7277956543408
sample_00438.png,red,248,266,145,176,-103,-90,136.7808466123821
sample_00439.png,red,466,305,256,182,-210,-123,243.37008854828483
sample_00440.png,red,500,90,231,160,-269,70,277.9586300153316
sample_00441.png,red,48,225,389,175,341,-50,344.64619539463945
sample_00442.png,red,238,295,106,238,-132,-57,143.7810835958611
sample_00443.png,red,283,97,190,153,-93,56,108.55873986004075
sample_00444.png,red,58,144,107,82,49,-62,79.02531240052139
sample_00445.png,red,531,45,449,184,-82,139,161.38463371709216
sample_00446.png,red,483,280,468,229,-15,-51,53.16013544000805
sample_00447.png,red,468,289,381,85,-87,-204,221.77691493931465
sample_00448.png,red,574,172,311,105,-263,-67,271.4000736919576
sample_00449.png,red,66,76,504,127,438,51,440.95918178443685
